createdAt,id,lang,text
Thu Mar 29 11:24:34 KST 2018,979182498822307840,ko,RT @pregdiary_ND: 배가 나오기 시작해 입을 수 있는 옷이 확 줄었다. 날씨가 따뜻해져 주말에 나들이를 갔는데 입을만한 옷이 없어 낙낙한 엄마 옷을 빌려입었다. 아직은 쌀쌀해 회사갈 때 바지를 입고싶은데 버클은 안잠기고 밴딩팬츠는 너무…
Thu Mar 29 11:24:20 KST 2018,979182440290795521,ko,아이바옷 이 날씨에도 더운거 진짜임?
Thu Mar 29 11:24:07 KST 2018,979182386020679680,ko,RT @nabom0326: 아니 진짜 너무웃겨 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 엠엘비 시우민에게 걸칠수 있는 최대한으로 걸쳐놨어 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 이날씨에 패딩조끼까지 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
Thu Mar 29 11:23:59 KST 2018,979182353070178304,ko,@dr_doinbeom .. 무서운 곳.. 미세먼지에 황사... 보기 좋은 떡이라고 해야할까요 이 날씨?
Thu Mar 29 11:23:48 KST 2018,979182305267761152,ko,RT @JTBC_news: #날씨 오늘(29일)도 전국 공기 탁하고 황사 가능성…낮 최고기온 서울이 20도 광주와 창원이 22도까지 올라 따뜻. 내일은 미세먼지 해소 전망. https://t.co/H9BM300Qnv https://t.co/LxsD…
Thu Mar 29 11:23:41 KST 2018,979182276452917249,ko,숨 꼭 참고 깊게 잠영하고 싶다. 지금 듣는 음악 탓이기도 하고 날씨 때문이기도 하고. 물의 관능을 몸으로 만끽하고 싶다
Thu Mar 29 11:23:37 KST 2018,979182259071676416,ko,RT @C__Hyeok__: 건강을...영업합니다... 하루 8잔 이상의 물을 마시세요 먼지가 많고 건조한 요즘같은 날씨엔 더 많은 물이 필요합니다 집에 들어가기 전에 겉옷을 두어번 털고 들어가세요 바로 눕지 말고 가볍게 스트레칭을 하고 나서 손발을…
Thu Mar 29 11:23:31 KST 2018,979182232328839168,ko,RT @ssg0210: 러비들에게 늘 봄같은 주현이💕 날씨가 따뜻해진만큼 마음도 따뜻한 하루가 되었으면 좋겠어 즐겁고 행복한 하루 보내고 콘서트 잘 하구 와 늘 응원해!! #HappyIreneDay #레드벨벳 #아이린 #배주현 #아이린하세요 http…
Thu Mar 29 11:23:19 KST 2018,979182184459255809,ko,RT @ssg0210: 러비들에게 늘 봄같은 주현이💕 날씨가 따뜻해진만큼 마음도 따뜻한 하루가 되었으면 좋겠어 즐겁고 행복한 하루 보내고 콘서트 잘 하구 와 늘 응원해!! #HappyIreneDay #레드벨벳 #아이린 #배주현 #아이린하세요 http…
Thu Mar 29 11:23:18 KST 2018,979182180877221888,ko,비가 정말 갑작스레 비현실적으로 우두두두두두 (쏴아아도 아니고) 내리기도 했고 꿈 전반적으로 날씨가 별로였음 희뿌옇거나 건물 안이라 밖이 안보이거나... 또 잊은 꿈이 있는 것 같긴 한데 되게 많이 기억해냈… https://t.co/ZycPDIBxG5
Thu Mar 29 11:23:17 KST 2018,979182173176586241,ko,RT @Applexiu: 와 오늘 반팔에 트랜치 코트 가능한 날씨네
Thu Mar 29 11:23:10 KST 2018,979182144646860802,ko,RT @C__Hyeok__: 건강을...영업합니다... 하루 8잔 이상의 물을 마시세요 먼지가 많고 건조한 요즘같은 날씨엔 더 많은 물이 필요합니다 집에 들어가기 전에 겉옷을 두어번 털고 들어가세요 바로 눕지 말고 가볍게 스트레칭을 하고 나서 손발을…
Thu Mar 29 11:23:10 KST 2018,979182143539523585,ko,난 이런 파릇파릇한느낌이 너무 좋아ㅠㅠㅠ지금날씨바람도 너무 좋고 햇빛도 좋아ㅠㅠ https://t.co/erjcFotcxL
Thu Mar 29 11:23:07 KST 2018,979182132793819137,ko,RT @JTBC_news: #날씨 오늘(29일)도 전국 공기 탁하고 황사 가능성…낮 최고기온 서울이 20도 광주와 창원이 22도까지 올라 따뜻. 내일은 미세먼지 해소 전망. https://t.co/H9BM300Qnv https://t.co/LxsD…
Thu Mar 29 11:23:03 KST 2018,979182115320315904,ko,날씨오ㅔ이러냐 더워
Thu Mar 29 11:22:59 KST 2018,979182098564112384,ko,RT @Applexiu: 와 오늘 반팔에 트랜치 코트 가능한 날씨네
Thu Mar 29 11:22:51 KST 2018,979182065236172800,ko,으~ 덥지만 날씨조코~^^(아님
Thu Mar 29 11:22:44 KST 2018,979182036341612544,ko,RT @nabom0326: 아니 진짜 너무웃겨 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 엠엘비 시우민에게 걸칠수 있는 최대한으로 걸쳐놨어 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 이날씨에 패딩조끼까지 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
Thu Mar 29 11:22:42 KST 2018,979182028951232512,ko,와 오늘 반팔에 트랜치 코트 가능한 날씨네
Thu Mar 29 11:22:36 KST 2018,979182004783669249,ko,RT @KBSnews: 안녕하세요. 오늘(29일) 수도권·강원영서·전북·부산은 미세먼지 농도가 '나쁨' 수준으로 높게 나타나겠습니다. 낮 기온은 서울 20도 등 전국이 14도에서 22도로 어제보다 조금 낮겠습니다. #날씨 https://t.co/Jm…
Thu Mar 29 11:22:05 KST 2018,979181873376108544,ko,RT @C__Hyeok__: 건강을...영업합니다... 하루 8잔 이상의 물을 마시세요 먼지가 많고 건조한 요즘같은 날씨엔 더 많은 물이 필요합니다 집에 들어가기 전에 겉옷을 두어번 털고 들어가세요 바로 눕지 말고 가볍게 스트레칭을 하고 나서 손발을…
Thu Mar 29 11:22:05 KST 2018,979181872470110208,ko,RT @wowwh: 날씨좋구여 따뜻하구여 https://t.co/bI7VArOvrp
Thu Mar 29 11:21:43 KST 2018,979181778828054528,ko,RT @nabom0326: 아니 진짜 너무웃겨 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 엠엘비 시우민에게 걸칠수 있는 최대한으로 걸쳐놨어 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 이날씨에 패딩조끼까지 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
Thu Mar 29 11:21:31 KST 2018,979181731520569344,ko,RT @ssg0210: 러비들에게 늘 봄같은 주현이💕 날씨가 따뜻해진만큼 마음도 따뜻한 하루가 되었으면 좋겠어 즐겁고 행복한 하루 보내고 콘서트 잘 하구 와 늘 응원해!! #HappyIreneDay #레드벨벳 #아이린 #배주현 #아이린하세요 http…
Thu Mar 29 11:21:18 KST 2018,979181674326982656,ko,@Rick_live_here 후후후 물론입니다. 셔츠에 베스트 마이랑 코트까지 걸쳤으니까요. 웬만한 추위에는 굴하지 않습니다! 톰슨 씨가 계신 곳은 오늘 날씨가 괜찮은 모양이로군요.
Thu Mar 29 11:21:03 KST 2018,979181613920567296,ko,RT @SonyeonHwi0129: 180328 수요미식회출근  대휘 예능출근날이라고  날씨도 넘 좋다 녹화 잘하구와~🍊 #이대휘 #워너원 #wannaone https://t.co/MZn2vb6Hky
Thu Mar 29 11:21:01 KST 2018,979181606152765440,ko,날씨 너무 좋아..
Thu Mar 29 11:20:57 KST 2018,979181589476200448,ko,RT @nabom0326: 아니 진짜 너무웃겨 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 엠엘비 시우민에게 걸칠수 있는 최대한으로 걸쳐놨어 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 이날씨에 패딩조끼까지 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
Thu Mar 29 11:20:52 KST 2018,979181566692741120,ko,날씨 존나 좋네 오늘은 치마입기
Thu Mar 29 11:20:40 KST 2018,979181516956712960,ko,RT @snuperofficial: [#kakaotalk]  ‘수요일엔 스누퍼 플러스친구’ 47탄! <#한강나들이> 더 많은 사진은 링크!  ▷ https://t.co/xcCun24sfH #스누퍼 #태웅 #우성 #세빈 #수현 #상호 #상일 #SNUP…
Thu Mar 29 11:20:33 KST 2018,979181486568951808,ko,RT @GENIE1428: 요즘 같은 날씨에 캠퍼스물 설정으로 헤어졌다가 대학에서 재회한 재윈 써보고싶다  헤어졌을때 슷쳥이로부터 버려졌다고 생각한 쟤현이가 상처 많이 받았었고 그래서 다시 만났을때 엄청 유치하게 구는거  물론 사실 아직도…
Thu Mar 29 11:20:21 KST 2018,979181435973021696,ko,오늘 미세먼지 뭐라더랑 어제 본것 같은데 오늘 날씨..♥
Thu Mar 29 11:20:16 KST 2018,979181415567736832,ko,오늘도 오빠덕에 하루를 웃으면서 잘 시작 할 수 있을거 같아 꿈에 나타나줘서 고마워 이기적이지만 매일 나타나줬음 좋겠다. 너무 보고 싶거든 😊 오빠 오늘도 날씨 참 좋지 ? 거기도 참 따뜻하겠다 오늘 하… https://t.co/apOyQUCbdI
Thu Mar 29 11:19:55 KST 2018,979181327306997760,ko,RT @TRCNG_official: [#TRCNG] 오늘도 만나러 와 주셔서 정말 감사합니다😆 날씨가 많이 따뜻해졌어요! 다가오는 봄을 닮은 상큼한 #티알씨엔지🐣 멤버들과 함께 행복한 주말 보내요~ 🍯🚜😈🍗☕️🐿💪✨🍡🐶 https://t.co/64b…
Thu Mar 29 11:19:52 KST 2018,979181314220814338,ko,날씨개좋다 진짜
Thu Mar 29 11:19:49 KST 2018,979181304662048768,ko,RT @nabom0326: 아니 진짜 너무웃겨 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 엠엘비 시우민에게 걸칠수 있는 최대한으로 걸쳐놨어 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 이날씨에 패딩조끼까지 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
Thu Mar 29 11:19:47 KST 2018,979181296206270466,ko,RT @OfficialMonstaX: [#원호] 몬베베 너가있어서 오늘도 괜히하늘을 올려다보곤 그래아 날씨좋다 ~ https://t.co/ybqijOJo2E
Thu Mar 29 11:19:44 KST 2018,979181283505946624,ko,RT @JTBC_news: #날씨 오늘(29일)도 전국 공기 탁하고 황사 가능성…낮 최고기온 서울이 20도 광주와 창원이 22도까지 올라 따뜻. 내일은 미세먼지 해소 전망. https://t.co/H9BM300Qnv https://t.co/LxsD…
Thu Mar 29 11:19:43 KST 2018,979181276581175296,ko,RT @everybtobday: 170606 지바 익스피어리 1부 #비투비 #창섭 Happiness (1) 라이브로는 처음 듣는 해피니스였는데 야외에서 바람살랑살랑 거리며 들어서 너무 행복해😭💕 진짜 지바 가길 너무 잘했어 바람아 날씨야 모두 고마워…
Thu Mar 29 11:19:18 KST 2018,979181170716852224,ko,RT @JBJtwt787: [#권현빈🔥] 오늘 날씨 많이 풀려서 행복해요~ https://t.co/cFkm6q8yi2
Thu Mar 29 11:19:12 KST 2018,979181146465476608,ko,RT @yourocean_JR: ☁️ +🌧+🌨+❄️ 날씨에 팬들 감기 조심하라고 말하던 따뜻한 김쩨알 #김종현 #JR  📎https://t.co/YhXr35TG7z https://t.co/Lc7YsulK5p
